"","X","participant","ProlificParticipantID","font","crowdingDistance_Left","crowdingDistance_Right","questSD_Left","questSD_Right","CMFRT","CMMNT","readingSpeedMeanWPM","questMeanAtEndOfTrialsLoop","rsvpQuestSD","rsvpReadingSpeed","BTY","CMFRTOR","readingCorpus","readingPC","STAB_1","STAB_2","STAB_3","COMP_1","COMP_2","COMP_3","FONTS","AGE","ART","MUSIC","USE","SIMP","DYN_1","DYN_2","DYN_3","CLIKE_1","CLIKE_2","CLIKE_3","ABT","SEX","ARTIST","MUSICIAN","BC","MIN","DLIKE_1","DLIKE_2","DLIKE_3","CBEAUT_1","CBEAUT_2","CBEAUT_3","PROF","ARTYR","MUSICYR","CHALL","BEH","DBEUT_1","DBEUT_2","DBEUT_3","EDU","GRAPH","READ","ARTCHALL","COMP","ETHN","ABST","LATIN","PRED","SYM","MOD","RAD","SONG","PROB","crowdingBlock","rsvpBlock","readingBlock","cores","deviceBrowser","deviceBrowserVersion","deviceType","deviceSystem","screenSize","timestamp","fontGroup","count_Left","count_Right","logLRCrowdingDistance","logCrowdingDistance_Right","logCrowdingDistance_Left","logBouma","condition","Subcategory","perimetricComplexity","perimetricComplexityMin","perimetricComplexityMax","perimetricComplexitySD","perimetricComplexityWCapitals","NadineCategory","HannesCategory","LauraCategory","Category","Category2","xHeightToNominal","spacingToNominal"
"29",1211,"HandyGreenViper620","5658000ca9872d0011e1ba26","HautRelief",1.750435646,NA,0.045424599,0.12296494,4,"Takes a bit of effort but still doable.",214.190366788254,-1.135341051,0.033444137,819.393097900126,6,5,"Spiders.txt",0.8,"4","3","1",4,5,"6","Yes","35",6,7,4,6,"4","5",6,5,4,"5","How font preferences and complexity affect aesthetic preferences and memory.","Male","No","No",3,5,"4","5","5","5",5,"4","Unemployed","0","0",6,7,"4","5","5","High School (including GED)",1,7,7,4,"White/Caucasian",5,1,"I like things that are predictable and straightforward.",6,4,2,"Pagan Poetry by Bjork and I'll Do It by Heidi Montag.","None at all.",23,27,8,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1710,1069",2025-01-24 21:09:58.907,"H",35,35,NA,NA,0.2431461487481,NA,"retest","",17.7752,14.3441,23.7462,1.9733,19.3242,"Display","Display","Display","Display","Display",0.73,0.39
"30",1212,"HandyGreenViper620","5658000ca9872d0011e1ba26","Sabon",0.348752031,0.39913531,0.04700678,0.049115967,4,"Easy and fluent. The slight bolding helps the words stick out more.",271.303613864619,-1.240485675,0.033513453,1043.84718744473,4,6,"Colours.txt",0.8,"4","3","1",4,5,"6","Yes","35",6,7,4,6,"4","5",6,5,4,"5","How font preferences and complexity affect aesthetic preferences and memory.","Male","No","No",3,5,"4","5","5","5",5,"4","Unemployed","0","0",6,7,"4","5","5","High School (including GED)",1,7,7,4,"White/Caucasian",5,1,"I like things that are predictable and straightforward.",6,4,2,"Pagan Poetry by Bjork and I'll Do It by Heidi Montag.","None at all.",23,27,8,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1710,1069",2025-01-24 21:09:58.907,"H",35,35,-0.428181552330388,-0.398879850116694,-0.457483254544083,-1.12715155666641,"retest","Serif",12.4718,9.9725,15.6452,1.4725,13.8503,"Text","Text","Text","Text","Serif",0.48,0.48
"31",166,"AlertNeonGrape868","5685850c333cbd000d4e042f","Omfug",2.997569747,2.397586356,0.046805798,0.056725981,3,"It's somewhat effortful to understand what the ""g"" actually is. Letters seem too rounded, so a lot of features of the font tend to blend together. I don't really like reading it because of it.",168.848286449894,-1.229233636,0.033582901,1017.14972586246,1,1,"Beaver.txt",0.6,"6","3","1",3,4,"5","Yes","30",3,5,3,7,"1","1",5,4,3,"2","I think the study was about seeing how people's perception of text relates to readability of the text.","Male","No","No",2,5,"2","4","5","4",3,"1","Unemployed","0","2",5,7,"1","2","4","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I prefer readability over anything, so standard text and text similar to this is just what I like the most.",4,2,2,"Big Dawgs by Humankind. Doses & Mimosas by Cherub.","No",17,23,10,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 12:39:32.733,"A",35,35,0.428271777740916,0.379774258494991,0.476769296986842,-0.270698226595102,"test","",10.177,7.177,12.9922,1.4949,9.8467,"Display","Display","Display","Display","Display",0.8,0.6
"32",167,"AlertNeonGrape868","5685850c333cbd000d4e042f","TimesNewRoman",0.895719683,0.659701073,0.047343309,0.054099859,7,"Reading this font is natural, since it's like the type of font I see in my everyday life.",202.950526803489,-1.43011834,0.032285321,1615.36098874731,2,5,"Winter.txt",1,"6","3","1",3,4,"5","Yes","30",3,5,3,7,"1","1",5,4,3,"2","I think the study was about seeing how people's perception of text relates to readability of the text.","Male","No","No",2,5,"2","4","5","4",3,"1","Unemployed","0","2",5,7,"1","2","4","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I prefer readability over anything, so standard text and text similar to this is just what I like the most.",4,2,2,"Big Dawgs by Humankind. Doses & Mimosas by Cherub.","No",17,23,10,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 12:39:32.733,"A",35,35,-0.114240345907145,-0.180652809541496,-0.047827882272793,-0.813210350243164,"test","Serif",14.878,11.78,20.9794,2.4249,19.0667,"Text","Text","Text","Text","Serif",0.4,0.38
"33",168,"AlertNeonGrape868","5685850c333cbd000d4e042f","Zapfino",8.306258043,1.868475812,0.044476982,0.045280511,4,"It's just fine. It's not as easy to read as typical text, since I don't typically read cursive fonts. There is some effort involved in understanding certain words, but it's not terrible. It flows pretty well despite this.",NA,-1.352447963,0.034417185,1350.82538496469,7,3,"Desert.txt",0.4,"6","3","1",3,4,"5","Yes","30",3,5,3,7,"1","1",5,4,3,"2","I think the study was about seeing how people's perception of text relates to readability of the text.","Male","No","No",2,5,"2","4","5","4",3,"1","Unemployed","0","2",5,7,"1","2","4","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I prefer readability over anything, so standard text and text similar to this is just what I like the most.",4,2,2,"Big Dawgs by Humankind. Doses & Mimosas by Cherub.","No",17,23,10,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 12:39:32.733,"A",35,35,0.595446449481007,0.271487480145024,0.91940541881699,-0.103523554855012,"test","Script",58.6104,24.6088,151.4644,29.8879,48.6664,"Script","Script","Script","Script","Script",0.53,0.26
"34",2278,"WiseForestGoose427","5685850c333cbd000d4e042f","Omfug",2.056328178,2.428227464,0.048434407,0.04757675,2,"The font was very hard to read for me. Certain letters seemed to blend together due to the bulbous nature of the letters.",224.025557126972,-1.342823521,0.03455839,1321.21888098376,2,2,"Islands.txt",0.8,"6","5","1",3,6,"5","Yes","30",4,5,3,6,"1","2",5,5,3,"2","I think the study was about seeing how people's perception of fonts affected how they understood the words in certain fonts.","Male","No","No",2,5,"1","2","4","2",3,"1","unemployed","0","2",5,7,"1","2","3","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I think my preferences for certain fonts are affected by what I encounter in my daily life. So a simple font is what I prefer because I have seen things like it so many times.",4,2,2,"The Largest by BigXthaPlug. Her and Cigarettes by Cheap Girls.","no",29,18,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 16:23:22.456,"A",35,35,0.34919089676581,0.38528936680725,0.313092426724369,-0.349779107570209,"retest","",10.177,7.177,12.9922,1.4949,9.8467,"Display","Display","Display","Display","Display",0.8,0.6
"35",2279,"WiseForestGoose427","5685850c333cbd000d4e042f","TimesNewRoman",1.159281923,1.452990815,0.052407472,0.079169101,4,"This font is easy to read, since it's similar to what I see in my daily life. It was not frustrating to read the text at all.",219.137342372749,-1.530441071,0.032187981,2035.13077357817,4,6,"Spiders.txt",1,"6","5","1",3,6,"5","Yes","30",4,5,3,6,"1","2",5,5,3,"2","I think the study was about seeing how people's perception of fonts affected how they understood the words in certain fonts.","Male","No","No",2,5,"1","2","4","2",3,"1","unemployed","0","2",5,7,"1","2","3","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I think my preferences for certain fonts are affected by what I encounter in my daily life. So a simple font is what I prefer because I have seen things like it so many times.",4,2,2,"The Largest by BigXthaPlug. Her and Cigarettes by Cheap Girls.","no",29,18,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 16:23:22.456,"A",35,35,0.113225966391656,0.162262868938473,0.064189063844839,-0.585744037944363,"retest","Serif",14.878,11.78,20.9794,2.4249,19.0667,"Text","Text","Text","Text","Serif",0.4,0.38
"36",2280,"WiseForestGoose427","5685850c333cbd000d4e042f","Zapfino",2.165418713,2.943956157,0.056379709,0.046998816,5,"The font flows really well, but it did take some effort to read it, since I usually don't read cursive too often.",158.917594605631,-1.34530459,0.033843359,1328.78843735557,6,4,"Colours.txt",1,"6","5","1",3,6,"5","Yes","30",4,5,3,6,"1","2",5,5,3,"2","I think the study was about seeing how people's perception of fonts affected how they understood the words in certain fonts.","Male","No","No",2,5,"1","2","4","2",3,"1","unemployed","0","2",5,7,"1","2","3","High School (including GED)",1,2,5,4,"White/Caucasian",4,1,"I think my preferences for certain fonts are affected by what I encounter in my daily life. So a simple font is what I prefer because I have seen things like it so many times.",4,2,2,"The Largest by BigXthaPlug. Her and Cigarettes by Cheap Girls.","no",29,18,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2327,1309",2025-01-14 16:23:22.456,"A",35,35,0.402236611742855,0.468931337963439,0.33554188552227,-0.296733392593164,"retest","Script",58.6104,24.6088,151.4644,29.8879,48.6664,"Script","Script","Script","Script","Script",0.53,0.26
"37",2188,"UpBlackDumpling126","57334d427d01ed00098e8e69","Optimistic",0.578555265,0.557036983,0.068905977,0.050264632,6,"It was thing but it was also centered so it kind of had a 3d feel around it",315.399571832565,-1.472251125,0.03353708,1779.92775572445,6,7,"Beaver.txt",1,"1","6","2",3,6,"7","Yes","40",5,7,5,7,"1","3",7,6,3,"3","Perceptions about fonts and their aesthetic.","Male","No","No",2,7,"2","3","4","4",2,"2","Instructional Technologist","0","0",4,7,"2","3","3","Bachelor's degree (4-year)",3,5,2,2,"Asian",3,1,"I like order and predictability",7,5,1,"Yellow, Beat it","At the start it said TypeError: Cannot set property id of # which has only a getter",29,31,6,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-23 16:15:19.971,"E",35,35,-0.245885559951746,-0.254115970033396,-0.237655149870096,-0.944855564287765,"test","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"38",2189,"UpBlackDumpling126","57334d427d01ed00098e8e69","TheSans",1.26699327,0.668753838,0.045908768,0.054270241,7,"It was pleasnt as the letters were not too thing and easy to read on the white background.",287.595066146865,-1.415312349,0.033291769,1561.21817817756,6,6,"Winter.txt",0.8,"1","6","2",3,6,"7","Yes","40",5,7,5,7,"1","3",7,6,3,"3","Perceptions about fonts and their aesthetic.","Male","No","No",2,7,"2","3","4","4",2,"2","Instructional Technologist","0","0",4,7,"2","3","3","Bachelor's degree (4-year)",3,5,2,2,"Asian",3,1,"I like order and predictability",7,5,1,"Yellow, Beat it","At the start it said TypeError: Cannot set property id of # which has only a getter",29,31,6,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-23 16:15:19.971,"E",35,35,-0.035979702262097,-0.174733712533424,0.10277430800923,-0.734949706598116,"test","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
"39",2190,"UpBlackDumpling126","57334d427d01ed00098e8e69","Tiny",18.46087305,34.39847971,0.048449538,0.094444414,1,"It was hard to read all the letters and annoying I had to squint a lot",225.75807911077,-1.230959908,0.033316015,1021.20082828431,1,1,"Desert.txt",1,"1","6","2",3,6,"7","Yes","40",5,7,5,7,"1","3",7,6,3,"3","Perceptions about fonts and their aesthetic.","Male","No","No",2,7,"2","3","4","4",2,"2","Instructional Technologist","0","0",4,7,"2","3","3","Bachelor's degree (4-year)",3,5,2,2,"Asian",3,1,"I like order and predictability",7,5,1,"Yellow, Beat it","At the start it said TypeError: Cannot set property id of # which has only a getter",29,31,6,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-23 16:15:19.971,"E",35,35,1.40139574226119,1.53653924873002,1.26625223579237,0.702425737925172,"test","",15.4989,12.673,20.3853,1.784,17.1535,"Display","Display","Display","Display","Display",0.53,0.49
"40",178,"AlertRedFig878","57334d427d01ed00098e8e69","Optimistic",1.562572683,0.529931805,0.058882335,0.051554258,6,"It was somewhat easy to read the letters were a little thing and not as bolded but it was comfortable",284.084347612527,-1.528360287,0.03217766,2025.40341258762,6,6,"Islands.txt",0.8,"7","6","2",2,5,"7","Yes","40",4,7,6,7,"1","3",6,5,2,"2","Perceptions about the readability and aesthetic of fonts","Male","No","No",2,7,"2","3","4","2",2,"2","Instructional technologist","0","0",4,7,"2","2","4","Bachelor's degree (4-year)",4,5,2,2,"Asian",3,1,"I like routine and order",7,5,1,"Yellow, Beat it","N/A",5,35,21,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-24 04:35:19.901,"E",35,35,-0.0409698934544254,-0.275780014583636,0.193840227674785,-0.739939897790444,"retest","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"41",179,"AlertRedFig878","57334d427d01ed00098e8e69","TheSans",1.158533156,0.686804882,0.04575349,0.047630924,7,"it was much easier as the letters were a little more bolded. It felt even more comfortable",429.69002379642,-1.474506206,0.032862332,1789.19409587557,5,7,"Spiders.txt",1,"7","6","2",2,5,"7","Yes","40",4,7,6,7,"1","3",6,5,2,"2","Perceptions about the readability and aesthetic of fonts","Male","No","No",2,7,"2","3","4","2",2,"2","Instructional technologist","0","0",4,7,"2","2","4","Bachelor's degree (4-year)",4,5,2,2,"Asian",3,1,"I like routine and order",7,5,1,"Yellow, Beat it","N/A",5,35,21,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-24 04:35:19.901,"E",35,35,-0.0496290795296345,-0.163166626414259,0.0639084673549898,-0.748599083865653,"retest","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
"42",180,"AlertRedFig878","57334d427d01ed00098e8e69","Tiny",17.89345195,21.73132926,0.046304706,0.052940646,1,"Its hard and you have to squint to read it properly",250.328121061461,-1.180411952,0.032848685,908.998574972566,1,1,"Colours.txt",0.6,"7","6","2",2,5,"7","Yes","40",4,7,6,7,"1","3",6,5,2,"2","Perceptions about the readability and aesthetic of fonts","Male","No","No",2,7,"2","3","4","2",2,"2","Instructional technologist","0","0",4,7,"2","2","4","Bachelor's degree (4-year)",4,5,2,2,"Asian",3,1,"I like routine and order",7,5,1,"Yellow, Beat it","N/A",5,35,21,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1920,1080",2025-01-24 04:35:19.901,"E",35,35,1.29489021171576,1.33708629201895,1.25269413141257,0.595920207379742,"retest","",15.4989,12.673,20.3853,1.784,17.1535,"Display","Display","Display","Display","Display",0.53,0.49
"43",742,"CrazyPurpleCarrot801","57b60487e5b60d0001083aea","Edwardian",NA,NA,1.299792902,0.748574006,4,"It's annoying because the letters aren't as clearly distinguishable as normal fonts",NA,-1.971637963,0.131560941,NA,NA,3,"Beaver.txt",0,"6","3","2",4,5,"7","Yes","39",6,7,4,7,"2","5",6,4,5,"5","different fonts and text comprehension","Male","Yes","Yes",6,7,"4","6","5","5",5,"5","unemployed","0","7",7,7,"4","5","5","Some college",2,6,7,7,"White/Caucasian",6,7,"no",6,4,4,"2112 by RUSH and Roundabout by Yes","no",23,14,37,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-13 10:45:52.461,"B",1,1,NA,NA,NA,NA,"test","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"44",743,"CrazyPurpleCarrot801","57b60487e5b60d0001083aea","Georgia",NA,NA,0.424503857,0.1764542,4,"Easy because the letters are clear",462.407112957134,-1.971637963,0.131560941,NA,NA,4,"Winter.txt",0.6,"6","3","2",4,5,"7","Yes","39",6,7,4,7,"2","5",6,4,5,"5","different fonts and text comprehension","Male","Yes","Yes",6,7,"4","6","5","5",5,"5","unemployed","0","7",7,7,"4","5","5","Some college",2,6,7,7,"White/Caucasian",6,7,"no",6,4,4,"2112 by RUSH and Roundabout by Yes","no",23,14,37,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-13 10:45:52.461,"B",8,6,NA,NA,NA,NA,"test","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"45",744,"CrazyPurpleCarrot801","57b60487e5b60d0001083aea","Museo",NA,NA,1.299792902,0.398529084,4,"it's easier because the letters are clear",456.228394953412,-1.971637963,0.131560941,NA,NA,4,"Desert.txt",0.8,"6","3","2",4,5,"7","Yes","39",6,7,4,7,"2","5",6,4,5,"5","different fonts and text comprehension","Male","Yes","Yes",6,7,"4","6","5","5",5,"5","unemployed","0","7",7,7,"4","5","5","Some college",2,6,7,7,"White/Caucasian",6,7,"no",6,4,4,"2112 by RUSH and Roundabout by Yes","no",23,14,37,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-13 10:45:52.461,"B",1,4,NA,NA,NA,NA,"test","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"46",1906,"SpeedyNeonPeach089","57b60487e5b60d0001083aea","Edwardian",3.35251182,2.868358057,0.045950413,0.047159479,3,"It's harder because the letters run together",NA,-1.185264025,0.03412837,919.211132420182,NA,4,"Islands.txt",0.4,"5","2","2",3,5,"4","Yes","39",6,7,6,4,"2","6",6,6,4,"4","perception and font differences","Male","Yes","Yes",7,6,"4","4","4","6",4,"4","laborer","0f","7",7,7,"4","4","4","Some college",3,5,7,6,"White/Caucasian",6,7,"no",7,6,6,"2112 by RUSH and Roundabout by Yes","no",17,33,16,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 15:50:26.223,"B",35,35,0.491501840532019,0.45763336333929,0.525370317724748,-0.207468163804,"retest","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"47",1907,"SpeedyNeonPeach089","57b60487e5b60d0001083aea","Georgia",1.065644959,NA,0.046637309,0.123664971,5,"it's easy because the letters are clear and distinct",366.076147817835,-1.410272833,0.033502095,1543.20664032806,NA,4,"Spiders.txt",1,"5","2","2",3,5,"4","Yes","39",6,7,6,4,"2","6",6,6,4,"4","perception and font differences","Male","Yes","Yes",7,6,"4","4","4","6",4,"4","laborer","0f","7",7,7,"4","4","4","Some college",3,5,7,6,"White/Caucasian",6,7,"no",7,6,6,"2112 by RUSH and Roundabout by Yes","no",17,33,16,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 15:50:26.223,"B",35,35,NA,NA,0.0276125348683823,NA,"retest","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"48",1908,"SpeedyNeonPeach089","57b60487e5b60d0001083aea","Museo",0.815052675,0.723694972,0.058100958,0.049248952,4,"It's easy because the letters are clear and not running together",325.662632996305,-1.23685418,0.033014903,1035.15511009555,NA,3,"Colours.txt",0.8,"5","2","2",3,5,"4","Yes","39",6,7,6,4,"2","6",6,6,4,"4","perception and font differences","Male","Yes","Yes",7,6,"4","4","4","6",4,"4","laborer","0f","7",7,7,"4","4","4","Some college",3,5,7,6,"White/Caucasian",6,7,"no",7,6,6,"2112 by RUSH and Roundabout by Yes","no",17,33,16,8,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 15:50:26.223,"B",35,35,-0.114629383795323,-0.140444444701901,-0.0888143228887455,-0.813599388131342,"retest","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"49",1285,"HappyNeonFrog084","588f1a4f7f238e000133c03f","Omfug",6.536983771,3.84567754,0.046394382,0.046275132,1,"I didn't like the font type used. It was hard to read some of the words.",160.213711159059,-0.695473646,0.032655921,297.5944971629,1,1,"Beaver.txt",0.8,"6","2","1",4,6,"I didn't see an image ","Yes","35",6,7,1,7,"3","5",3,1,2,"I didn't see an image ","Trying to decipher how easy it is to read different fonts.","Female","No","No",4,7,"7","5","6","1",1,"I didn't see an image ","Freelancer","0","0",7,7,"7","5","6","High School (including GED)",3,7,7,7,"White/Caucasian",5,1,"Nope",7,7,5,"Sippy Cup by Melanie Martinez and Forever Young by Miley Cyrus.","Was a little laggy.",11,39,29,8,"Chrome","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-22 14:48:48.637,"A",35,35,0.700175136306332,0.584972865843762,0.815377406768902,0.00120513197031313,"test","",10.177,7.177,12.9922,1.4949,9.8467,"Display","Display","Display","Display","Display",0.8,0.6
"50",1286,"HappyNeonFrog084","588f1a4f7f238e000133c03f","TimesNewRoman",NA,2.355860165,0.280890056,0.046345568,1,"Overwhelming. I prefer to read text at a slower pace.",282.600369611536,-1.153942945,0.034547664,855.252190885643,7,4,"Winter.txt",1,"6","2","1",4,6,"I didn't see an image ","Yes","35",6,7,1,7,"3","5",3,1,2,"I didn't see an image ","Trying to decipher how easy it is to read different fonts.","Female","No","No",4,7,"7","5","6","1",1,"I didn't see an image ","Freelancer","0","0",7,7,"7","5","6","High School (including GED)",3,7,7,7,"White/Caucasian",5,1,"Nope",7,7,5,"Sippy Cup by Melanie Martinez and Forever Young by Miley Cyrus.","Was a little laggy.",11,39,29,8,"Chrome","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-22 14:48:48.637,"A",35,35,NA,0.372149508792831,NA,NA,"test","Serif",14.878,11.78,20.9794,2.4249,19.0667,"Text","Text","Text","Text","Serif",0.4,0.38
